Balance Sheet,Stockname,Mar 2010,Sep 2010,Mar 2011,Sep 2011,Mar 2012,Dec 2012,Mar 2013,Jun 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Sep 2016,Dec 2016,Mar 2017,Sep 2017,Dec 2017,Mar 2018,Sep 2018,Dec 2018,Mar 2019,Sep 2019,Dec 2019,Mar 2020,Sep 2020,Dec 2020,Mar 2021,Sep 2021,Dec 2021,Mar 2022,Sep 2022,Dec 2022,Mar 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024
Total Assets,TATAINVEST,,,,,,,2172.0,,,2274.0,,,,2358.0,,,,2326.0,,,2537.0,,,9866.0,,,9478.0,,,8179.0,,,14886.0,,,20990.0,,,21089.0,,,32870.0,
Equity Capital,TATAMOTORS,,,,,,,638.0,,,644.0,,,,644.0,,,,679.0,,,679.0,,,679.0,,,679.0,,,720.0,,,766.0,,,766.0,,,766.0,,,766.0,
Reserves,TATAMOTORS,,,,,,,36999.0,,,64960.0,,,,55618.0,,,,78273.0,,,57383.0,,,94749.0,,,59500.0,,,61491.0,,,54481.0,,,43795.0,,,44556.0,,,84152.0,
Borrowings,TATAMOTORS,,,,,,,53716.0,,,60642.0,,,,73610.0,,,,69360.0,,,78604.0,,,88950.0,,,106175.0,,,124788.0,,,142131.0,,,146449.0,,,134113.0,,,107262.0,
Other Liabilities,TATAMOTORS,,,,,,,76977.0,,,92180.0,,,,107442.0,,,,114872.0,,,135914.0,,,142813.0,,,139349.0,,,133181.0,,,144193.0,,,138051.0,,,155239.0,,,177340.0,
Total Liabilities,TATAMOTORS,,,,,,,168330.0,,,218426.0,,,,237315.0,,,,263184.0,,,272580.0,,,327192.0,,,305703.0,,,320179.0,,,341570.0,,,329061.0,,,334674.0,,,369521.0,
Fixed Assets,TATAMOTORS,,,,,,,55512.0,,,69092.0,,,,88479.0,,,,107232.0,,,95944.0,,,121414.0,,,111234.0,,,127107.0,,,138708.0,,,138855.0,,,132080.0,,,121285.0,
CWIP,TATAMOTORS,,,,,,,18454.0,,,33263.0,,,,28640.0,,,,25919.0,,,33699.0,,,40034.0,,,31884.0,,,35622.0,,,20964.0,,,10251.0,,,14274.0,,,35698.0,
Investments,TATAMOTORS,,,,,,,8765.0,,,10687.0,,,,15337.0,,,,23767.0,,,20338.0,,,20813.0,,,15771.0,,,16308.0,,,24620.0,,,29380.0,,,26379.0,,,22971.0,
Other Assets,TATAMOTORS,,,,,,,85600.0,,,105385.0,,,,104858.0,,,,106266.0,,,122600.0,,,144932.0,,,146814.0,,,141141.0,,,157278.0,,,150575.0,,,161941.0,,,189566.0,
Total Assets,TATAMOTORS,,,,,,,168330.0,,,218426.0,,,,237315.0,,,,263184.0,,,272580.0,,,327192.0,,,305703.0,,,320179.0,,,341570.0,,,329061.0,,,334674.0,,,369521.0,
Equity Capital,TATAPOWER,,,,,,,237.0,,,237.0,,,,270.0,,,,270.0,,,270.0,,,270.0,,,270.0,,,270.0,,,320.0,,,320.0,,,320.0,,,320.0,
Reserves,TATAPOWER,,,,,,,12098.0,,,12164.0,,,,14048.0,,,,11363.0,,,12944.0,,,16129.0,,,18035.0,,,19296.0,,,22003.0,,,22122.0,,,28468.0,,,32036.0,
Borrowings,TATAPOWER,,,,,,,37882.0,,,40173.0,,,,40607.0,,,,38849.0,,,48815.0,,,48589.0,,,48506.0,,,51936.0,,,46708.0,,,51195.0,,,52923.0,,,53689.0,
Other Liabilities,TATAPOWER,,,,,,,17038.0,,,18810.0,,,,20260.0,,,,19575.0,,,20799.0,,,16903.0,,,17262.0,,,18172.0,,,29625.0,,,38913.0,,,46386.0,,,53010.0,
Total Liabilities,TATAPOWER,,,,,,,67257.0,,,71383.0,,,,75185.0,,,,70057.0,,,82829.0,,,81892.0,,,84073.0,,,89674.0,,,98655.0,,,112550.0,,,128096.0,,,139054.0,
Fixed Assets,TATAPOWER,,,,,,,41353.0,,,43394.0,,,,44726.0,,,,36414.0,,,46595.0,,,44656.0,,,44305.0,,,47666.0,,,52179.0,,,57389.0,,,61747.0,,,67210.0,
CWIP,TATAPOWER,,,,,,,2358.0,,,3389.0,,,,3323.0,,,,1345.0,,,2178.0,,,1653.0,,,2576.0,,,1612.0,,,3270.0,,,4635.0,,,5376.0,,,11561.0,
Investments,TATAPOWER,,,,,,,3120.0,,,3019.0,,,,3445.0,,,,11785.0,,,11873.0,,,12429.0,,,13542.0,,,14535.0,,,13149.0,,,14160.0,,,16670.0,,,16316.0,
Other Assets,TATAPOWER,,,,,,,20426.0,,,21582.0,,,,23692.0,,,,20513.0,,,22184.0,,,23154.0,,,23651.0,,,25861.0,,,30056.0,,,36365.0,,,44303.0,,,43968.0,
Total Assets,TATAPOWER,,,,,,,67257.0,,,71383.0,,,,75185.0,,,,70057.0,,,82829.0,,,81892.0,,,84073.0,,,89674.0,,,98655.0,,,112550.0,,,128096.0,,,139054.0,
Equity Capital,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,42.0,,,42.0,,,42.0,,,81.0,,,81.0,
Reserves,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.0,,,1811.0,,,2100.0,,,2238.0,,,2908.0,,,3140.0,
Borrowings,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,258.0,,,266.0,,,261.0,,,255.0,,,257.0,
Other Liabilities,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,462.0,,,1164.0,,,1676.0,,,1957.0,,,2100.0,
Total Liabilities,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,2269.0,,,2573.0,,,3573.0,,,4218.0,,,5201.0,,,5578.0,
Fixed Assets,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,819.0,,,1119.0,,,1090.0,,,1068.0,,,1095.0,,,1151.0,
CWIP,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,
Investments,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,36.0,,,497.0,,,528.0,,,30.0,,,150.0,
Other Assets,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,1386.0,,,1417.0,,,1986.0,,,2622.0,,,4074.0,,,4277.0,
Total Assets,TATATECH,,,,,,,,,,,,,,,,,,,,,,,,,,,2269.0,,,2573.0,,,3573.0,,,4218.0,,,5201.0,,,5578.0,
Equity Capital,TCS,,,,,,,196.0,,,196.0,,,,196.0,,,,197.0,,,197.0,,,191.0,,,375.0,,,375.0,,,370.0,,,366.0,,,366.0,,,362.0,
Reserves,TCS,,,,,,,38350.0,,,48999.0,,,,50439.0,,,,70875.0,,,86017.0,,,84937.0,,,89071.0,,,83751.0,,,86063.0,,,88773.0,,,90058.0,,,90127.0,
Borrowings,TCS,,,,,,,332.0,,,297.0,,,,358.0,,,,245.0,,,289.0,,,247.0,,,62.0,,,8174.0,,,7795.0,,,7818.0,,,7688.0,,,8021.0,
Other Liabilities,TCS,,,,,,,13054.0,,,17337.0,,,,22325.0,,,,16974.0,,,15830.0,,,19751.0,,,24393.0,,,27820.0,,,35764.0,,,43967.0,,,44747.0,,,46962.0,
Total Liabilities,TCS,,,,,,,51932.0,,,66829.0,,,,73318.0,,,,88291.0,,,102333.0,,,105126.0,,,113901.0,,,120120.0,,,129992.0,,,140924.0,,,142859.0,,,145472.0,
Fixed Assets,TCS,,,,,,,9828.0,,,9544.0,,,,11638.0,,,,11774.0,,,11701.0,,,11973.0,,,12290.0,,,20928.0,,,21021.0,,,21298.0,,,20515.0,,,19604.0,
CWIP,TCS,,,,,,,1895.0,,,3168.0,,,,2766.0,,,,1670.0,,,1541.0,,,1278.0,,,963.0,,,906.0,,,926.0,,,1205.0,,,1234.0,,,1564.0,
Investments,TCS,,,,,,,1897.0,,,3434.0,,,,1662.0,,,,22822.0,,,41980.0,,,36008.0,,,29330.0,,,26356.0,,,29373.0,,,30485.0,,,37163.0,,,31762.0,
Other Assets,TCS,,,,,,,38312.0,,,50682.0,,,,57252.0,,,,52025.0,,,47111.0,,,55867.0,,,71318.0,,,71930.0,,,78672.0,,,87936.0,,,83947.0,,,92542.0,
Total Assets,TCS,,,,,,,51932.0,,,66829.0,,,,73318.0,,,,88291.0,,,102333.0,,,105126.0,,,113901.0,,,120120.0,,,129992.0,,,140924.0,,,142859.0,,,145472.0,
Equity Capital,TECHM,,,,,,,128.0,,,234.0,,,,480.0,,,,436.0,,,439.0,,,442.0,,,444.0,,,436.0,,,437.0,,,439.0,,,440.0,,,441.0,
Reserves,TECHM,,,,,,,5298.0,,,8948.0,,,,11768.0,,,,14155.0,,,15998.0,,,18401.0,,,19841.0,,,21377.0,,,24428.0,,,26447.0,,,27484.0,,,26228.0,
Borrowings,TECHM,,,,,,,1380.0,,,363.0,,,,700.0,,,,1091.0,,,1366.0,,,2397.0,,,1996.0,,,3670.0,,,2901.0,,,2618.0,,,2740.0,,,2537.0,
Other Liabilities,TECHM,,,,,,,2178.0,,,6394.0,,,,6899.0,,,,6843.0,,,8254.0,,,9192.0,,,11166.0,,,11834.0,,,11836.0,,,14911.0,,,15162.0,,,13943.0,
Total Liabilities,TECHM,,,,,,,8984.0,,,15940.0,,,,19848.0,,,,22525.0,,,26057.0,,,30431.0,,,33446.0,,,37318.0,,,39602.0,,,44416.0,,,45827.0,,,43149.0,
Fixed Assets,TECHM,,,,,,,1245.0,,,2594.0,,,,4033.0,,,,4309.0,,,6460.0,,,7622.0,,,7061.0,,,8872.0,,,9018.0,,,14784.0,,,14932.0,,,13903.0,
CWIP,TECHM,,,,,,,34.0,,,266.0,,,,568.0,,,,629.0,,,373.0,,,240.0,,,276.0,,,50.0,,,118.0,,,165.0,,,120.0,,,133.0,
Investments,TECHM,,,,,,,4099.0,,,1472.0,,,,2103.0,,,,1297.0,,,2396.0,,,4841.0,,,7342.0,,,5848.0,,,10238.0,,,4884.0,,,3388.0,,,3238.0,
Other Assets,TECHM,,,,,,,3607.0,,,11607.0,,,,13145.0,,,,16289.0,,,16828.0,,,17728.0,,,18766.0,,,22548.0,,,20228.0,,,24583.0,,,27388.0,,,25875.0,
Total Assets,TECHM,,,,,,,8984.0,,,15940.0,,,,19848.0,,,,22525.0,,,26057.0,,,30431.0,,,33446.0,,,37318.0,,,39602.0,,,44416.0,,,45827.0,,,43149.0,
Equity Capital,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,19.0,,,19.0,,,19.0,,,19.0,,,19.0,,,19.0,,,19.0,,,19.0,
Reserves,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,1169.0,,,1254.0,,,1457.0,,,1715.0,,,2152.0,,,3052.0,,,3931.0,,,5080.0,
Borrowings,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,851.0,,,776.0,,,611.0,,,414.0,,,1972.0,,,871.0,,,726.0,,,896.0,
Other Liabilities,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,1097.0,,,1263.0,,,1263.0,,,932.0,,,4892.0,,,4932.0,,,5583.0,,,7109.0,
Total Liabilities,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,3135.0,,,3312.0,,,3349.0,,,3080.0,,,9036.0,,,8874.0,,,10260.0,,,13105.0,
Fixed Assets,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,1306.0,,,1358.0,,,1429.0,,,1515.0,,,3477.0,,,3324.0,,,3588.0,,,4417.0,
CWIP,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,34.0,,,90.0,,,69.0,,,58.0,,,135.0,,,128.0,,,191.0,,,381.0,
Investments,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,202.0,,,134.0,,,132.0,,,186.0,,,369.0,,,542.0,,,729.0,,,1370.0,
Other Assets,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,1593.0,,,1730.0,,,1719.0,,,1321.0,,,5054.0,,,4880.0,,,5752.0,,,6938.0,
Total Assets,TIINDIA,,,,,,,,,,,,,,,,,,0.0,,,3135.0,,,3312.0,,,3349.0,,,3080.0,,,9036.0,,,8874.0,,,10260.0,,,13105.0,
Equity Capital,TITAGARH,,,,,,,20.0,,,20.0,,,,20.0,,,,23.0,,,23.0,,,23.0,,,23.0,,,23.0,,,24.0,,,24.0,,,24.0,,,27.0,
Reserves,TITAGARH,,,,,,,656.0,,,642.0,,,,669.0,,,,930.0,,,944.0,,,832.0,,,793.0,,,743.0,,,817.0,,,818.0,,,940.0,,,2191.0,
Borrowings,TITAGARH,,,,,,,128.0,,,128.0,,,,125.0,,,,233.0,,,372.0,,,624.0,,,896.0,,,730.0,,,847.0,,,920.0,,,353.0,,,166.0,
Other Liabilities,TITAGARH,,,,,,,278.0,,,289.0,,,,246.0,,,,1493.0,,,1356.0,,,1210.0,,,975.0,,,775.0,,,775.0,,,903.0,,,710.0,,,832.0,
Total Liabilities,TITAGARH,,,,,,,1082.0,,,1080.0,,,,1060.0,,,,2678.0,,,2695.0,,,2689.0,,,2687.0,,,2272.0,,,2462.0,,,2664.0,,,2027.0,,,3216.0,
Fixed Assets,TITAGARH,,,,,,,272.0,,,323.0,,,,416.0,,,,977.0,,,933.0,,,958.0,,,935.0,,,872.0,,,871.0,,,966.0,,,732.0,,,748.0,
CWIP,TITAGARH,,,,,,,26.0,,,11.0,,,,27.0,,,,13.0,,,15.0,,,27.0,,,36.0,,,0.0,,,41.0,,,61.0,,,12.0,,,174.0,
Investments,TITAGARH,,,,,,,33.0,,,33.0,,,,1.0,,,,21.0,,,82.0,,,83.0,,,87.0,,,29.0,,,31.0,,,30.0,,,32.0,,,198.0,
Other Assets,TITAGARH,,,,,,,751.0,,,712.0,,,,616.0,,,,1666.0,,,1665.0,,,1621.0,,,1630.0,,,1371.0,,,1518.0,,,1607.0,,,1251.0,,,2097.0,
Total Assets,TITAGARH,,,,,,,1082.0,,,1080.0,,,,1060.0,,,,2678.0,,,2695.0,,,2689.0,,,2687.0,,,2272.0,,,2462.0,,,2664.0,,,2027.0,,,3216.0,
Equity Capital,TITAN,,,,,,,89.0,,,89.0,,,,89.0,,,,89.0,,,89.0,,,89.0,,,89.0,,,89.0,,,89.0,,,89.0,,,89.0,,,89.0,
Reserves,TITAN,,,,,,,1881.0,,,2434.0,,,,2995.0,,,,3418.0,,,4144.0,,,5001.0,,,5981.0,,,6580.0,,,7408.0,,,9214.0,,,11762.0,,,9304.0,
Borrowings,TITAN,,,,,,,0.0,,,807.0,,,,100.0,,,,113.0,,,1882.0,,,1691.0,,,2393.0,,,3562.0,,,5638.0,,,7275.0,,,9367.0,,,15528.0,
Other Liabilities,TITAN,,,,,,,3914.0,,,2781.0,,,,2684.0,,,,2723.0,,,2293.0,,,2740.0,,,3247.0,,,3313.0,,,3309.0,,,4610.0,,,5802.0,,,6626.0,
Total Liabilities,TITAN,,,,,,,5884.0,,,6111.0,,,,5868.0,,,,6342.0,,,8408.0,,,9521.0,,,11710.0,,,13544.0,,,16444.0,,,21188.0,,,27020.0,,,31547.0,
Fixed Assets,TITAN,,,,,,,464.0,,,614.0,,,,699.0,,,,771.0,,,1189.0,,,1474.0,,,1567.0,,,2633.0,,,2523.0,,,2544.0,,,2998.0,,,3709.0,
CWIP,TITAN,,,,,,,42.0,,,33.0,,,,55.0,,,,107.0,,,152.0,,,43.0,,,32.0,,,18.0,,,32.0,,,85.0,,,144.0,,,97.0,
Investments,TITAN,,,,,,,3.0,,,3.0,,,,3.0,,,,30.0,,,431.0,,,36.0,,,108.0,,,158.0,,,2824.0,,,294.0,,,2515.0,,,2345.0,
Other Assets,TITAN,,,,,,,5375.0,,,5461.0,,,,5111.0,,,,5434.0,,,6636.0,,,7968.0,,,10003.0,,,10735.0,,,11065.0,,,18265.0,,,21363.0,,,25396.0,
Total Assets,TITAN,,,,,,,5884.0,,,6111.0,,,,5868.0,,,,6342.0,,,8408.0,,,9521.0,,,11710.0,,,13544.0,,,16444.0,,,21188.0,,,27020.0,,,31547.0,
Equity Capital,TORNTPHARM,,,,,,,42.0,,,85.0,,,,85.0,,,,85.0,,,85.0,,,85.0,,,85.0,,,85.0,,,85.0,,,85.0,,,169.0,,,169.0,
Reserves,TORNTPHARM,,,,,,,1380.0,,,1818.0,,,,2406.0,,,,3409.0,,,4266.0,,,4538.0,,,4640.0,,,4739.0,,,5753.0,,,5868.0,,,6029.0,,,6687.0,
Borrowings,TORNTPHARM,,,,,,,693.0,,,1132.0,,,,2740.0,,,,2352.0,,,2510.0,,,6462.0,,,6038.0,,,5784.0,,,4874.0,,,4070.0,,,5369.0,,,4022.0,
Other Liabilities,TORNTPHARM,,,,,,,1638.0,,,1988.0,,,,2589.0,,,,3040.0,,,2740.0,,,3159.0,,,3351.0,,,3402.0,,,3363.0,,,2884.0,,,3043.0,,,3627.0,
Total Liabilities,TORNTPHARM,,,,,,,3753.0,,,5022.0,,,,7820.0,,,,8886.0,,,9601.0,,,14243.0,,,14113.0,,,14010.0,,,14075.0,,,12906.0,,,14610.0,,,14505.0,
Fixed Assets,TORNTPHARM,,,,,,,820.0,,,875.0,,,,2833.0,,,,2859.0,,,3688.0,,,7855.0,,,7748.0,,,7533.0,,,7065.0,,,6423.0,,,8121.0,,,8138.0,
CWIP,TORNTPHARM,,,,,,,285.0,,,534.0,,,,678.0,,,,1042.0,,,519.0,,,647.0,,,617.0,,,712.0,,,889.0,,,630.0,,,765.0,,,361.0,
Investments,TORNTPHARM,,,,,,,60.0,,,186.0,,,,298.0,,,,780.0,,,804.0,,,492.0,,,353.0,,,2.0,,,181.0,,,226.0,,,199.0,,,173.0,
Other Assets,TORNTPHARM,,,,,,,2587.0,,,3427.0,,,,4011.0,,,,4206.0,,,4589.0,,,5249.0,,,5395.0,,,5763.0,,,5940.0,,,5628.0,,,5524.0,,,5834.0,
Total Assets,TORNTPHARM,,,,,,,3753.0,,,5022.0,,,,7820.0,,,,8886.0,,,9601.0,,,14243.0,,,14113.0,,,14010.0,,,14075.0,,,12906.0,,,14610.0,,,14505.0,
Equity Capital,TRENT,,,,,,,33.0,,,33.0,,,,33.0,,,,33.0,,,33.0,,,33.0,,,33.0,,,36.0,,,36.0,,,36.0,,,36.0,,,36.0,
Reserves,TRENT,,,,,,,1198.0,,,958.0,,,,1389.0,,,,1431.0,,,1514.0,,,1562.0,,,1613.0,,,2352.0,,,2277.0,,,2328.0,,,2560.0,,,4032.0,
Borrowings,TRENT,,,,,,,343.0,,,332.0,,,,267.0,,,,400.0,,,392.0,,,391.0,,,494.0,,,300.0,,,300.0,,,4725.0,,,4464.0,,,1753.0,
Other Liabilities,TRENT,,,,,,,635.0,,,614.0,,,,518.0,,,,292.0,,,283.0,,,349.0,,,418.0,,,2819.0,,,3111.0,,,637.0,,,1022.0,,,1341.0,
Total Liabilities,TRENT,,,,,,,2209.0,,,1936.0,,,,2207.0,,,,2157.0,,,2222.0,,,2336.0,,,2559.0,,,5507.0,,,5724.0,,,7726.0,,,8082.0,,,7162.0,
Fixed Assets,TRENT,,,,,,,843.0,,,720.0,,,,668.0,,,,477.0,,,549.0,,,613.0,,,662.0,,,2738.0,,,3054.0,,,4687.0,,,4527.0,,,2450.0,
CWIP,TRENT,,,,,,,106.0,,,138.0,,,,92.0,,,,55.0,,,5.0,,,10.0,,,87.0,,,23.0,,,108.0,,,105.0,,,102.0,,,224.0,
Investments,TRENT,,,,,,,317.0,,,300.0,,,,740.0,,,,1067.0,,,1080.0,,,1023.0,,,883.0,,,1515.0,,,1487.0,,,1284.0,,,1110.0,,,1416.0,
Other Assets,TRENT,,,,,,,943.0,,,778.0,,,,706.0,,,,558.0,,,588.0,,,691.0,,,927.0,,,1230.0,,,1075.0,,,1651.0,,,2343.0,,,3072.0,
Total Assets,TRENT,,,,,,,2209.0,,,1936.0,,,,2207.0,,,,2157.0,,,2222.0,,,2336.0,,,2559.0,,,5507.0,,,5724.0,,,7726.0,,,8082.0,,,7162.0,
Equity Capital,TVSMOTOR,,,,,,,48.0,,,48.0,,,,48.0,,,,48.0,,,48.0,,,48.0,,,48.0,,,48.0,,,48.0,,,48.0,,,48.0,,,48.0,
Reserves,TVSMOTOR,,,,,,,851.0,,,1113.0,,,,1277.0,,,,1771.0,,,2169.0,,,2630.0,,,3123.0,,,3235.0,,,3779.0,,,4352.0,,,5457.0,,,6736.0,
Borrowings,TVSMOTOR,,,,,,,1068.0,,,728.0,,,,1119.0,,,,1091.0,,,1311.0,,,6928.0,,,9298.0,,,11591.0,,,12179.0,,,15827.0,,,22376.0,,,26006.0,
Other Liabilities,TVSMOTOR,,,,,,,1415.0,,,1743.0,,,,2126.0,,,,2236.0,,,2601.0,,,3586.0,,,4228.0,,,4399.0,,,5859.0,,,6692.0,,,7144.0,,,9235.0,
Total Liabilities,TVSMOTOR,,,,,,,3381.0,,,3632.0,,,,4570.0,,,,5146.0,,,6128.0,,,13190.0,,,16696.0,,,19272.0,,,21865.0,,,26919.0,,,35025.0,,,42024.0,
Fixed Assets,TVSMOTOR,,,,,,,1593.0,,,1517.0,,,,1637.0,,,,2038.0,,,2362.0,,,3094.0,,,3367.0,,,3811.0,,,4221.0,,,5975.0,,,5748.0,,,5891.0,
CWIP,TVSMOTOR,,,,,,,36.0,,,48.0,,,,93.0,,,,47.0,,,64.0,,,313.0,,,745.0,,,1006.0,,,1041.0,,,552.0,,,743.0,,,1033.0,
Investments,TVSMOTOR,,,,,,,348.0,,,439.0,,,,539.0,,,,943.0,,,1155.0,,,421.0,,,440.0,,,371.0,,,468.0,,,605.0,,,967.0,,,1123.0,
Other Assets,TVSMOTOR,,,,,,,1404.0,,,1628.0,,,,2301.0,,,,2118.0,,,2547.0,,,9362.0,,,12145.0,,,14085.0,,,16135.0,,,19788.0,,,27566.0,,,33977.0,
Total Assets,TVSMOTOR,,,,,,,3381.0,,,3632.0,,,,4570.0,,,,5146.0,,,6128.0,,,13190.0,,,16696.0,,,19272.0,,,21865.0,,,26919.0,,,35025.0,,,42024.0,
Equity Capital,UBL,,,,,,,26.0,,,26.0,,,,26.0,,,,26.0,,,26.0,,,26.0,,,26.0,,,26.0,,,26.0,,,26.0,,,26.0,,,26.0,
Reserves,UBL,,,,,,,1411.0,,,1606.0,,,,1824.0,,,,2121.0,,,2308.0,,,2664.0,,,3157.0,,,3494.0,,,3556.0,,,3909.0,,,3938.0,,,4152.0,
Borrowings,UBL,,,,,,,1375.0,,,1306.0,,,,836.0,,,,806.0,,,594.0,,,312.0,,,211.0,,,252.0,,,262.0,,,10.0,,,16.0,,,102.0,
Other Liabilities,UBL,,,,,,,928.0,,,959.0,,,,1198.0,,,,1413.0,,,1550.0,,,1721.0,,,1989.0,,,1778.0,,,2008.0,,,2004.0,,,2300.0,,,2773.0,
Total Liabilities,UBL,,,,,,,3740.0,,,3898.0,,,,3885.0,,,,4366.0,,,4479.0,,,4723.0,,,5384.0,,,5551.0,,,5852.0,,,5949.0,,,6280.0,,,7053.0,
Fixed Assets,UBL,,,,,,,1619.0,,,1632.0,,,,1836.0,,,,1822.0,,,1750.0,,,1730.0,,,1777.0,,,1926.0,,,1949.0,,,1913.0,,,1851.0,,,1776.0,
CWIP,UBL,,,,,,,114.0,,,82.0,,,,90.0,,,,61.0,,,137.0,,,72.0,,,190.0,,,199.0,,,129.0,,,110.0,,,77.0,,,173.0,
Investments,UBL,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,6.0,,,8.0,,,8.0,,,8.0,
Other Assets,UBL,,,,,,,2007.0,,,2183.0,,,,1959.0,,,,2483.0,,,2591.0,,,2921.0,,,3417.0,,,3425.0,,,3768.0,,,3918.0,,,4344.0,,,5097.0,
Total Assets,UBL,,,,,,,3740.0,,,3898.0,,,,3885.0,,,,4366.0,,,4479.0,,,4723.0,,,5384.0,,,5551.0,,,5852.0,,,5949.0,,,6280.0,,,7053.0,
Equity Capital,UNITDSPR,,,,,,,126.0,,,145.0,,,,145.0,,,,145.0,,,145.0,,,145.0,,,145.0,,,145.0,,,145.0,,,145.0,,,145.0,,,145.0,
Reserves,UNITDSPR,,,,,,,4661.0,,,2887.0,,,,514.0,,,,1489.0,,,1640.0,,,2274.0,,,2945.0,,,3583.0,,,3974.0,,,4808.0,,,5854.0,,,6976.0,
Borrowings,UNITDSPR,,,,,,,8242.0,,,8307.0,,,,4987.0,,,,4242.0,,,4144.0,,,3421.0,,,2883.0,,,2570.0,,,1037.0,,,605.0,,,183.0,,,265.0,
Other Liabilities,UNITDSPR,,,,,,,3453.0,,,3518.0,,,,2242.0,,,,2452.0,,,2967.0,,,3086.0,,,3135.0,,,2546.0,,,3354.0,,,3304.0,,,3534.0,,,3790.0,
Total Liabilities,UNITDSPR,,,,,,,16483.0,,,14858.0,,,,7889.0,,,,8329.0,,,8896.0,,,8926.0,,,9109.0,,,8844.0,,,8511.0,,,8863.0,,,9716.0,,,11176.0,
Fixed Assets,UNITDSPR,,,,,,,7869.0,,,5700.0,,,,1921.0,,,,1887.0,,,1917.0,,,1791.0,,,1841.0,,,1956.0,,,1893.0,,,1855.0,,,1534.0,,,1560.0,
CWIP,UNITDSPR,,,,,,,131.0,,,110.0,,,,114.0,,,,282.0,,,199.0,,,102.0,,,118.0,,,121.0,,,97.0,,,96.0,,,83.0,,,37.0,
Investments,UNITDSPR,,,,,,,218.0,,,238.0,,,,216.0,,,,77.0,,,0.0,,,0.0,,,25.0,,,22.0,,,0.0,,,222.0,,,286.0,,,645.0,
Other Assets,UNITDSPR,,,,,,,8265.0,,,8810.0,,,,5637.0,,,,6084.0,,,6780.0,,,7033.0,,,7124.0,,,6745.0,,,6521.0,,,6690.0,,,7813.0,,,8934.0,
Total Assets,UNITDSPR,,,,,,,16483.0,,,14858.0,,,,7889.0,,,,8329.0,,,8896.0,,,8926.0,,,9109.0,,,8844.0,,,8511.0,,,8863.0,,,9716.0,,,11176.0,
Equity Capital,UNOMINDA,,,,,,,16.0,,,16.0,,,,16.0,,,,16.0,,,16.0,,,17.0,,,52.0,,,52.0,,,54.0,,,57.0,,,115.0,,,115.0,
Reserves,UNOMINDA,,,,,,,289.0,,,292.0,,,,346.0,,,,452.0,,,1044.0,,,1374.0,,,1652.0,,,1809.0,,,2202.0,,,3381.0,,,4041.0,,,4828.0,
Borrowings,UNOMINDA,,,,,,,202.0,,,308.0,,,,236.0,,,,396.0,,,510.0,,,614.0,,,1083.0,,,1317.0,,,1159.0,,,944.0,,,1395.0,,,1706.0,
Other Liabilities,UNOMINDA,,,,,,,298.0,,,366.0,,,,399.0,,,,622.0,,,829.0,,,1360.0,,,1444.0,,,2403.0,,,2562.0,,,2416.0,,,2716.0,,,3235.0,
Total Liabilities,UNOMINDA,,,,,,,806.0,,,981.0,,,,997.0,,,,1487.0,,,2398.0,,,3365.0,,,4231.0,,,5581.0,,,5977.0,,,6798.0,,,8267.0,,,9884.0,
Fixed Assets,UNOMINDA,,,,,,,319.0,,,401.0,,,,411.0,,,,573.0,,,885.0,,,1350.0,,,1861.0,,,2674.0,,,2797.0,,,2805.0,,,3316.0,,,3931.0,
CWIP,UNOMINDA,,,,,,,42.0,,,22.0,,,,9.0,,,,130.0,,,117.0,,,211.0,,,150.0,,,360.0,,,134.0,,,347.0,,,293.0,,,216.0,
Investments,UNOMINDA,,,,,,,22.0,,,47.0,,,,28.0,,,,44.0,,,111.0,,,155.0,,,356.0,,,398.0,,,531.0,,,607.0,,,869.0,,,951.0,
Other Assets,UNOMINDA,,,,,,,423.0,,,512.0,,,,548.0,,,,740.0,,,1285.0,,,1649.0,,,1864.0,,,2148.0,,,2515.0,,,3040.0,,,3789.0,,,4786.0,
